"ロボットコード","回","キャンパスコード","A/B","ロボット名","フリガナ"
"121220901","21","2090","","鼻高々","ハナタカダカ"
"121220902","21","2090","","花笠くらげ","ハナガサクラゲ"
"121221001","21","2100","","原始生物よっち君","ゲンシセイブツヨッチクン"
"121221002","21","2100","","蝶進華","メタモルフォーゼ"
"121221101","21","2110","","Ｐｏｗｅｌｌ","パウエル"
"121221102","21","2110","","栄華不滅","エイガフメツ"
"121221201","21","2120","","ＶｉｃｔｏｒｙＦａｃｔｏｒｙ","ビクトリーファクトリー"
"121221202","21","2120","","Ｔｉｍｅ　ｅｇｇ","トキタマゴ"
"121331301","21","3130","","手足∞","テアシムゲンダイ"
"121331302","21","3130","","一蝶一誕","イッチョウイッタン"
"121331401","21","3140","","さるじごく","サルジゴク"
"121331402","21","3140","","電機竜","エレックス"
"121331501","21","3150","","茨鹿","シシカ"
"121331502","21","3150","","かわわっぱＧ。","カワワッパジー"
"121331601","21","3160","","千馬鶴","センバヅル"
"121331602","21","3160","","颪","オロシ"
"121331701","21","3170","","Ｉｒｏｈａ　Ｌｉｎｅｒ","イロハライナー"
"121331702","21","3170","","ＳＵＰＥＲ　ザウルス君","スーパーザウルスクン"
"121331801","21","3180","","メモ","メモ"
"121331802","21","3180","","ピント","ピント"
"121331901","21","3190","","我々高尾 Returns","ワレワレタカオリターンズ"
"121331902","21","3190","","猿走高飛","エンソウコウヒ"
"121332001","21","3200","","鳥立","トリツ"
"121332002","21","3200","","Ｔｒｉｌｏｂｉｔｅ-Ｓａｐｉｅｎｓ","トリロバイトサピエンス"
"121332101","21","3210","","Ｂｉｒｄ’ｓ　ｌｉｆｅ","バーズライフ"
"121332102","21","3210","","歩君","アユムクン"
"121332301","21","3230","","蝶速芋虫","チョウソクイモムシ"
"121332302","21","3230","","電気ＦＵＮ人","エレファント"
"121442401","21","4240","","μｔａｎｔ","ミュータント"
"121442402","21","4240","","ＩＭＩ","ホトンドイマイ"
"121442501","21","4250","","華雅流","カガリュウ"
"121442502","21","4250","","凍火","トウカ"
"121442601","21","4260","","Ｇｏｒｉｌｌａｚ","ゴリラズ"
"121442602","21","4260","","ＷＩＬＤＣＡＴｓ","ワイルドキャッツ"
"121442701","21","4270","","マイオン","マイオン"
"121442702","21","4270","","つっぱりまっし！猿島","ツッパリマッシサルジマ"
"121442801","21","4280","","タマごん","タマゴン"
"121442802","21","4280","","ジュエリーフィッシュ","ジュエリーフィッシュ"
"121442901","21","4290","","ぎふちょ","ギフチョ"
"121442902","21","4290","","ＺｉＮ","ジン"
"121443001","21","4300","","サルカニワッショイ","サルカニワッショイ"
"121443002","21","4300","","富士蝶","フシチョウ"
"121443101","21","4310","","エビフライだがや","エビフライダガヤ"
"121443102","21","4310","","ｅｖｏＲＹＵ","エボリュー"
"121443201","21","4320","","Ｄｏｎ　Ｄｅｎ　Ｇｏ！","ドンデンゴウ"
"121443202","21","4320","","鈴舞","スズマイ"
"121443301","21","4330","","ミキモとミタマ","ミキモトミタマ"
"121443302","21","4330","","春風マーチ","ハルカゼマーチ"
"121553401","21","5340","A","鶴歩","カッポ"
"121553402","21","5340","B","亀鶴GUY","キカクガイ"
"121553501","21","5350","A","緑の地球のアースマン","ミドリノホシノアースマン"
"121553502","21","5350","B","こなえもん","コナエモン"
"121553601","21","5360","A","三葉橋龍","クローバードラゴン"
"121553602","21","5360","B","KAMeDAS","カメダス"
"121553701","21","5370","A","Wake Frog","ウェイクフロッグ"
"121553702","21","5370","B","SUWAちゃん","スワチャン"
"121553801","21","5380","A","革角鹿然","カクカクシカジカ"
"121553802","21","5380","B","ある味覚パイプ","アルミカクパイプ"
"121553901","21","5390","A","ゴリラーマン","ゴリラーマン"
"121553902","21","5390","B","egg","エッグ"
"121554001","21","5400","A","すっぱいダーマン","スッパイダーマン"
"121554002","21","5400","B","吉宗の動く城","ヨシムネノウゴクシロ"
"121664101","21","6410","","Ｓｅｎｔｒｙ","セントリー"
"121664102","21","6410","","エアフィート","エアフィート"
"121664201","21","6420","","Ｌｏｖｅ　ｉｔ!!","ラビット"
"121664202","21","6420","","とりたま","トリタマ"
"121664301","21","6430","","モン吉","モンキチ"
"121664302","21","6430","","キカイタイソウ","キカイタイソウ"
"121664401","21","6440","","お好み焼きの巻","オコノミヤキノマキ"
"121664402","21","6440","","Ｃ－メント","シーメント"
"121664501","21","6450","","ダンシング・インセクト","ダンシングインセクト"
"121664502","21","6450","","Ｒａｂｏｔ　Ｔｕｒｔｌｅ","ラボットタートル"
"121664601","21","6460","","晴るる","ハルル"
"121664602","21","6460","","ツヨシ猿回し","ツヨシサルマワシ"
"121664701","21","6470","","蟹“Ｉｎ Ｔｈｅ　Ｓｋｙ”","カニインザスカイ"
"121664702","21","6470","","ISE 2nd","アイエスイーセカンド"
"121664801","21","6480","","Ｕｎｉｔ","ウニット"
"121664802","21","6480","","Ａｒｉｅｓ","アリエス"
"121774901","21","7490","","ロボたま","ロボタマ"
"121774902","21","7490","","ＳＵＺＹ","スージー"
"121775001","21","7500","","弓削てんとう虫君","ユゲテントウムシクン"
"121775002","21","7500","","弓削やどかり君","ユゲヤドカリクン"
"121775101","21","7510","","ＡＬＫ","アルク"
"121775102","21","7510","","ＲＯＭＩＭＡ-III","ロミマスリー"
"121775201","21","7520","","産直燧みかん","サンチョクヒウチミカン"
"121775202","21","7520","","ディノプライスレス","ディノプライスレス"
"121775301","21","7530","","ＡＣＥ","エース"
"121775302","21","7530","","ＣｈａｉｎＧ","チェンジ"
"121775401","21","7540","A","ＳＵＣＣＥＥＤ","サクシード"
"121775402","21","7540","B","Ｄａｒ－Ｗｉｎ","ダーウィン"
"121885501","21","8550","A","TRINOS","トリノス"
"121885502","21","8550","B","とこるく","トコルク"
"121885601","21","8560","A","マシーンデレラ","マシーンデレラ"
"121885602","21","8560","B","南国物語","ナンゴクモノガタリ"
"121885701","21","8570","A","祭だぱっちん号","マツリダパッチンゴウ"
"121885702","21","8570","B","走象主","ソウゾウシュ"
"121885801","21","8580","A","Ｍｏｏｎ　Ｗａｌｋｅｒ　∑","ムーンウォーカーシグマ"
"121885802","21","8580","B","鼈甲丸","ベッコウマル"
"121885901","21","8590","A","カルタン","カルタン"
"121885902","21","8590","B","雲龍有明丸","ウンリュウアリアケマル"
"121886001","21","8600","","４ｂｉｔ右ｓｈｉｆｔ","ヨンビットミギシフト"
"121886002","21","8600","","崩天丸","ホウテンマル"
"121886101","21","8610","A","ＧＡＭＥ","ジーエーエムイー"
"121886102","21","8610","B","ＡＮＴＷＯ","アントゥー"
"121886201","21","8620","A","もこえる","モコエル"
"121886202","21","8620","B","麟麒応変","リンキオウヘン"
"121886301","21","8630","A","黒豚大行進","バークシャーズパレード"
"121886302","21","8630","B","篤姫と機械な仲間たち","ヒメトキカイナナカマタチ"
"121886401","21","8640","A","Movement","ムーヴメント"
"121886402","21","8640","B","κ","カッパー"
"122110101","22","1010","A","北の海から","キタノウミカラ"
"122110102","22","1010","B","ＫＡＧＵＹＡ","カグヤ"
"122110201","22","1020","","サルルンカムイ","サルルンカムイ"
"122110202","22","1020","","モコとコロル","モコとコロル"
"122110401","22","1040","","Ｌｉｖｅｌｙ","ライブリー"
"122110402","22","1040","","Ｇ－ＺＯＮＥ","ジーゾーン"
"122110501","22","1050","","軟体ダンサーズ","ナンタイダンサーズ"
"122110502","22","1050","","Ｇ＆Ｂ","ジーアンドビー"
"122220601","22","2060","","メロメロメロス","メロメロメロス"
"122220602","22","2060","","祭・食・兼備!!","サイショクケンビ"
"122220701","22","2070","A","三湖","ミツウミ"
"122220702","22","2070","B","秋禿","シュウトク"
"122220801","22","2080","A","沢内村物語","サワウチムラモノガタリ"
"122220802","22","2080","B","若さま","ワカサマ"
"122220901","22","2090","","Crane・Crane","クレーンクレーン"
"122220902","22","2090","","花笠コロ子","ハナガサコロコ"
"122221001","22","2100","","Star Festival","スター フェスティバル"
"122221002","22","2100","","Vier","フィアー"
"122221101","22","2110","","ウマサムー","ウマサムー"
"122221102","22","2110","","実録！七夕伝説。","ジツロク タナバタデンセツ"
"122221201","22","2120","","Red Beko","レッドベコ"
"122221202","22","2120","","Hula　舞","フラマイ"
"122331301","22","3130","","LAST　KANETUGU","ラストカネツグ"
"122331302","22","3130","","コメックス","コメックス"
"122331401","22","3140","","Take-Tech","テクテック"
"122331402","22","3140","","シンクロボット","シンクロボット"
"122331501","22","3150","","忍ケロ","ニンケロ"
"122331502","22","3150","","BeatるG。","ビートルジー"
"122331601","22","3160","","風米雷舞","フウマイライブ"
"122331602","22","3160","","亀鶴威達磨","キカイダルマ"
"122331701","22","3170","","おに虫とナスのおどり子","オニムストナスノオドリコ"
"122331702","22","3170","","いなず丸と雷様","イナズマルトライサマ"
"122331801","22","3180","","ｍIui","ミューイ"
"122331802","22","3180","","江戸っ子てやんでぇ","エドッコテヤンデー"
"122331901","22","3190","","宙犬八公","チュウケンハチコウ"
"122331902","22","3190","","Ｓｔａｎｄ　ｂｙ　Ｍｉｌｋ","スタンドバイミルク"
"122332001","22","3200","","the　Southern　Cross","ミナミジュウジセイ"
"122332002","22","3200","","星になったハチ","ホシニナッタハチ"
"122332101","22","3210","","WISH","ウイッシュ"
"122332102","22","3210","","ロボロボコニスト","ロボロボコニスト"
"122332301","22","3230","","狸立","リタツ"
"122332302","22","3230","","Anima　る？","アニマル"
"122442401","22","4240","","PUっＳＨ!!","オッス"
"122442402","22","4240","","らいぽん","ライポン"
"122442501","22","4250","","利家をまつ","トシイエヲマツ"
"122442502","22","4250","","．","ピリオド"
"122442601","22","4260","","猿蟹合戦","サルカニカッセン"
"122442602","22","4260","","チューリップ農家","チューリップノウカ"
"122442701","22","4270","","白兎","ハット"
"122442702","22","4270","","ハトリ＆スクータス","ハトリアンドスクータス"
"122442801","22","4280","","ヤチマタ","ヤチマタ"
"122442802","22","4280","","フクリュウ親子","フクリュウオヤコ"
"122442901","22","4290","","躍る！大争奪戦","オドルダイソウダツセン"
"122442902","22","4290","","Spica","スピカ"
"122443001","22","4300","","羽衣　伝説","ハゴロモデンセツ"
"122443002","22","4300","","プロジェクトＰ","プロジェクトピー"
"122443101","22","4310","","メーチキうみゃーて！","メーチキウミャーテ"
"122443102","22","4310","","叢雲","ムラクモ"
"122443201","22","4320","","再利用戦隊エコレンジャー","エコレンジャー"
"122443202","22","4320","","Robo Fantasia","ロボファンタジア"
"122443301","22","4330","","浦島ビッキー初号","ウラシマビッキーショゴウ"
"122443302","22","4330","","宿ｃａｒｒｙ","ヤドキャリー"
"122553401","22","5340","A","足鶴","アガク"
"122553402","22","5340","B","鶴恋慕","カクレンボ"
"122553501","22","5350","A","太閤一過","タイコウイッカ"
"122553502","22","5350","B","オバチャンバラ","オバチャンバラ"
"122553601","22","5360","A","明石原人","アカシゲンジン"
"122553602","22","5360","B","たこめ","タコメ"
"122553701","22","5370","A","Blue Wave","ブルーウェーブ"
"122553702","22","5370","B","みんなのはばタン","ミンナノハバタン"
"122553801","22","5380","A","その時マシンが動いた","ソノトキマシンガウゴイタ"
"122553802","22","5380","B","機械姫","メカグヤ"
"122553901","22","5390","A","スーとワムの冒険","スートワムノボウケン"
